dataset_name,source_dataset_name,recipe_id,recipe_instance_id,recipe_label,variant,manifest_path,input_jsonl
Dataset-1__snapchat_text_overlay_v1__ddc9a26517__v0,Dataset-1,snapchat_text_overlay_v1,snapchat_text_overlay_v1__ddc9a26517,text_overlay,0,/Users/Hao/thesis-project/training/results/final_full_text_overlay_top3_retry1/generated_dataset_json/Dataset-1__snapchat_text_overlay_v1__ddc9a26517__v0.json,/Users/Hao/thesis-project/training/results/final_full_text_overlay_top3_retry1/work/augmented/Dataset-1.jsonl
NVIDIA-dataset__snapchat_text_overlay_v1__ddc9a26517__v0,NVIDIA-dataset,snapchat_text_overlay_v1,snapchat_text_overlay_v1__ddc9a26517,text_overlay,0,/Users/Hao/thesis-project/training/results/final_full_text_overlay_top3_retry1/generated_dataset_json/NVIDIA-dataset__snapchat_text_overlay_v1__ddc9a26517__v0.json,/Users/Hao/thesis-project/training/results/final_full_text_overlay_top3_retry1/work/augmented/NVIDIA-dataset.jsonl
