dataset_name,source_dataset_name,recipe_id,recipe_instance_id,recipe_label,variant,manifest_path,input_jsonl
Dataset-1-mini__noise_v1__d23d8d061a__v0,Dataset-1-mini,noise_v1,noise_v1__d23d8d061a,noise,0,/Users/Hao/thesis-project/training/results/champion_smoke_small_noise_dataset1mini_top3_matched_mps_py311/generated_dataset_json/Dataset-1-mini__noise_v1__d23d8d061a__v0.json,/Users/Hao/thesis-project/training/results/champion_smoke_small_noise_dataset1mini_top3_matched_mps_py311/work/augmented/Dataset-1-mini.jsonl
