dataset_name,source_dataset_name,recipe_id,recipe_instance_id,recipe_label,variant,manifest_path,input_jsonl
Dataset-1-mini__snapchat_text_overlay_v1__ddc9a26517__v0,Dataset-1-mini,snapchat_text_overlay_v1,snapchat_text_overlay_v1__ddc9a26517,text_overlay,0,/Users/Hao/thesis-project/training/results/champion_smoke_small_text_overlay_dataset1mini_top3_matched_mps_py311/generated_dataset_json/Dataset-1-mini__snapchat_text_overlay_v1__ddc9a26517__v0.json,/Users/Hao/thesis-project/training/results/champion_smoke_small_text_overlay_dataset1mini_top3_matched_mps_py311/work/augmented/Dataset-1-mini.jsonl
