detector_key,detector_name,family,distortion_runs,mean_auc,worst_auc,mean_delta_auc,worst_delta_auc,mean_delta_ap,mean_delta_acc,mean_delta_eer
xception,Xception,naive,1,0.6204000000000001,0.6204000000000001,-0.06159999999999988,-0.06159999999999988,-0.006693341631801353,,-0.020000000000000018
