condition,source_dataset_name,recipe_id,recipe_instance_id,recipe_label,variant,manifest_path,input_jsonl,source_manifest,source_jsonl,jobs_jsonl,augmented_manifest,distorted_output_dir,benchmark_output_dir,detector_key,detector_name,family,dataset,config_path,weights_path,weight_source,status,status_detail,return_code,device,runtime_sec,acc,auc,eer,ap,video_auc,artifacts_dir,prediction_artifacts_path,metrics_artifacts_path,log_path,command,clean_status,clean_auc,clean_ap,clean_acc,clean_eer,clean_runtime_sec,delta_auc,delta_ap,delta_acc,delta_eer,delta_runtime_sec
distorted,Dataset-1-mini,gaussian_blur_v1,gaussian_blur_v1__4a1525bdf7,gaussian_blur,0,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/generated_dataset_json/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0.json,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/augmented/Dataset-1-mini.jsonl,/Users/Hao/thesis-project/preprocessing/dataset_json/Dataset-1-mini.json,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/source_jsonl/Dataset-1-mini__test.jsonl,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/jobs/Dataset-1-mini.jsonl,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/augmented/Dataset-1-mini.jsonl,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/distorted_outputs/Dataset-1-mini,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/benchmark_runs/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0,xception,Xception,naive,Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0,/Users/Hao/thesis-project/training/config/detector/xception_cpu.yaml,/Users/Hao/thesis-project/training/weights/xception_best.pth,explicit,success,,0,cpu,6.592,0.6,0.64,0.4,0.7166666666666666,0.64,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/benchmark_runs/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/test_artifacts/xception__Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/benchmark_runs/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/test_artifacts/xception__Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/predictions.csv,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/benchmark_runs/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/test_artifacts/xception__Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/metrics.json,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/benchmark_runs/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/logs/xception__Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0.log,/Users/Hao/miniconda3/envs/DeepfakeBench/bin/python /Users/Hao/thesis-project/training/test.py --detector_path /Users/Hao/thesis-project/training/config/detector/xception_cpu.yaml --weights_path /Users/Hao/thesis-project/training/weights/xception_best.pth --dataset_json_folder /Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/evaluation_dataset_json --test_dataset Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0 --export_artifacts_dir /Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/benchmark_runs/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0/test_artifacts/xception__Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0,missing,,,,,,,,,,
