dataset_name,condition,source_dataset_name,recipe_id,recipe_instance_id,recipe_label,variant,manifest_path,input_jsonl,source_manifest,source_jsonl,jobs_jsonl,augmented_manifest,distorted_output_dir
Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0,distorted,Dataset-1-mini,gaussian_blur_v1,gaussian_blur_v1__4a1525bdf7,gaussian_blur,0,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/generated_dataset_json/Dataset-1-mini__gaussian_blur_v1__4a1525bdf7__v0.json,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/augmented/Dataset-1-mini.jsonl,/Users/Hao/thesis-project/preprocessing/dataset_json/Dataset-1-mini.json,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/source_jsonl/Dataset-1-mini__test.jsonl,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/jobs/Dataset-1-mini.jsonl,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/augmented/Dataset-1-mini.jsonl,/Users/Hao/thesis-project/training/results/distortion_quickcheck_dataset1mini_xception/work/distorted_outputs/Dataset-1-mini
