detector_key,detector_name,family,distortion_runs,mean_auc,worst_auc,mean_delta_auc,worst_delta_auc,mean_delta_ap,mean_delta_acc,mean_delta_eer
mesonet,MesoNet,naive,8,0.6180612379184665,0.518125525,0.013477734181965462,-0.023914276457883354,0.022999311860894163,0.004796943146417439,-0.010562499999999996
mesoinception,MesoInception,naive,8,0.5246058728725701,0.45308435999999996,0.010376401733261285,-0.029457343412527037,0.013189529652123284,-0.0012883112668743354,-0.00512499999999997
xception,Xception,naive,8,0.49513817794546433,0.40690457883369335,-0.05069318114200863,-0.25467073434125265,-0.04422311361228247,-0.01121045560747666,0.035600000000000014
