detector_key,detector_name,family,distortion_runs,mean_auc,worst_auc,mean_delta_auc,worst_delta_auc,mean_delta_ap,mean_delta_acc,mean_delta_eer
mesoinception,MesoInception,naive,2,0.5224065552105831,0.4629158749999999,0.00817708407127421,-0.004859050000000087,0.008449439750103455,0.00313631879543097,-0.005549999999999972
mesonet,MesoNet,naive,2,0.6107239504049675,0.518125525,0.006140446668466526,-0.0012548949999999781,0.0046082518402705,0.0006980529595015661,-0.005299999999999999
xception,Xception,naive,2,0.48207715498380127,0.41617640499999997,-0.06375420410367172,-0.11359740820734343,-0.041010472522191393,-0.008390005192108002,0.046050000000000035
