detector_key,detector_name,family,distortion_runs,mean_auc,worst_auc,mean_delta_auc,worst_delta_auc,mean_delta_ap,mean_delta_acc,mean_delta_eer
xception,Xception,naive,1,0.4476,0.4476,0.03360000000000002,0.03360000000000002,-0.00037495360836120595,-0.020000000000000018,0.0
mesonet,MesoNet,naive,1,0.5392000000000001,0.5392000000000001,0.02080000000000015,0.02080000000000015,0.03667211311381302,0.0,-0.019999999999999962
mesoinception,MesoInception,naive,1,0.40360000000000007,0.40360000000000007,0.011600000000000055,0.011600000000000055,0.02737708002754269,-0.030000000000000027,0.0
