dataset_name,source_dataset_name,recipe_id,recipe_instance_id,recipe_label,variant,manifest_path,input_jsonl
NVIDIA-dataset-mini__noise_v1__d23d8d061a__v0,NVIDIA-dataset-mini,noise_v1,noise_v1__d23d8d061a,noise,0,/Users/Hao/thesis-project/training/results/champion_smoke_small_noise_nvidia_mini_top3_matched_mps_py311/generated_dataset_json/NVIDIA-dataset-mini__noise_v1__d23d8d061a__v0.json,/Users/Hao/thesis-project/training/results/champion_smoke_small_noise_nvidia_mini_top3_matched_mps_py311/work/augmented/NVIDIA-dataset-mini.jsonl
