detector_key,detector_name,family,distortion_runs,mean_auc,worst_auc,mean_delta_auc,worst_delta_auc,mean_delta_ap,mean_delta_acc,mean_delta_eer
mesonet,MesoNet,naive,1,0.6003999999999999,0.6003999999999999,0.08199999999999996,0.08199999999999996,0.07444333121059177,0.020000000000000018,-0.09999999999999998
mesoinception,MesoInception,naive,1,0.44279999999999997,0.44279999999999997,0.050799999999999956,0.050799999999999956,0.04806935906059767,-0.03999999999999998,0.020000000000000018
xception,Xception,naive,1,0.434,0.434,0.020000000000000018,0.020000000000000018,0.03653029635060029,-0.030000000000000027,0.0
